jcf7180000023565	CR382137.2	95.76	20122	714	96	6599	26653	911624	891575	0.0	3.230e+04
jcf7180000023565	CR382137.2	95.18	6322	265	29	367	6659	917934	911624	0.0	9949
jcf7180000023565	CR382137.2	86.43	1872	180	66	7925	9753	913694	911854	0.0	1982
jcf7180000023565	CR382137.2	86.21	1871	188	60	4592	6430	910310	908478	0.0	1962
jcf7180000023565	CR382137.2	94.01	284	10	1	13	296	1480764	1480488	7e-117	 424
jcf7180000023565	CR382137.2	82.32	311	37	17	6641	6942	908276	907975	1e-65	 254
jcf7180000023565	CR382137.2	81.64	305	37	19	9943	10238	911577	911283	4e-60	 235
jcf7180000023565	CR382137.2	84.13	126	14	6	7604	7726	914018	913896	1e-24	 117
jcf7180000023565	CR382133.2	91.93	285	3	13	12	295	396129	395864	5e-104	 381
jcf7180000023565	CR382133.2	98.57	140	2	0	156	295	992355	992216	5e-64	 248
jcf7180000023565	CR382133.2	91.52	165	11	3	133	295	83557	83394	8e-57	 224
jcf7180000023565	CR382138.2	94.74	133	5	2	138	269	1989295	1989164	3e-51	 206
jcf7180000023565	CR382135.2	89.68	155	7	4	109	263	585911	586056	3e-46	 189
jcf7180000023565	CR382134.2	93.55	62	4	0	156	217	682881	682820	2e-17	93.5
jcf7180000023566	CR382139.2	95.56	8334	265	68	11275	19554	627199	635481	0.0	1.324e+04
jcf7180000023566	CR382139.2	95.03	8272	322	61	3019	11242	618966	627196	0.0	1.292e+04
jcf7180000023566	CR382139.2	92.01	2890	145	59	1	2848	613133	615978	0.0	3978
jcf7180000023566	CR382138.2	94.48	779	41	2	14268	15045	287073	286296	0.0	1199
jcf7180000023566	CR382138.2	94.44	90	2	3	11104	11192	1915847	1915760	3e-30	 135
jcf7180000023566	CR382136.2	97.70	87	2	0	11101	11187	640031	639945	1e-34	 150
jcf7180000023566	CR382136.2	95.51	89	3	1	11101	11188	598707	598795	6e-32	 141
jcf7180000023566	CR382136.2	100.00	72	0	0	11104	11175	1448092	1448021	1e-29	 134
jcf7180000023566	CR382137.2	100.00	73	0	0	11103	11175	224495	224423	3e-30	 135
jcf7180000023566	CR382137.2	96.39	83	1	2	11104	11186	1872321	1872241	3e-30	 135
jcf7180000023566	CR382137.2	98.61	72	1	0	11104	11175	398574	398645	5e-28	 128
jcf7180000023566	CR382135.2	100.00	72	0	0	11104	11175	1269404	1269333	1e-29	 134
jcf7180000023567	CR382138.2	95.67	46134	1565	287	24126	70082	1460117	1505993	0.0	7.372e+04
jcf7180000023567	CR382138.2	95.59	45306	1563	290	25848	70975	1461839	1506886	0.0	7.219e+04
jcf7180000023567	CR382138.2	95.49	44306	1539	290	27909	72012	1463900	1507946	0.0	7.031e+04
jcf7180000023567	CR382138.2	95.34	42884	1525	303	4188	46851	1440155	1482783	0.0	6.767e+04
jcf7180000023567	CR382138.2	95.30	42566	1506	309	1490	43818	1437445	1479753	0.0	6.707e+04
jcf7180000023567	CR382138.2	95.22	41844	1482	316	15933	57555	1451938	1493484	0.0	6.571e+04
jcf7180000023567	CR382138.2	95.28	40389	1506	253	37292	77494	1473240	1513414	0.0	6.366e+04
jcf7180000023567	CR382138.2	95.00	20090	756	157	2	19929	1435962	1455965	0.0	3.131e+04
jcf7180000023567	CR382138.2	92.00	4898	330	49	77501	82375	1513473	1518331	0.0	6817
jcf7180000023567	CR382138.2	92.53	1472	86	10	82326	83786	1518312	1519770	0.0	2087
jcf7180000023567	CR382138.2	74.54	868	168	51	37628	38470	2265861	2265022	5e-88	 329
jcf7180000023567	CR382139.2	80.37	1289	207	40	34234	35499	1575274	1576539	0.0	 937
jcf7180000023567	CR382139.2	76.17	1603	275	99	59989	61535	268762	270313	0.0	 745
jcf7180000023567	CR382139.2	98.82	85	1	0	80972	81056	984457	984373	1e-34	 152
jcf7180000023567	CR382139.2	95.45	88	3	1	80972	81058	1422232	1422319	1e-30	 139
jcf7180000023567	CR382137.2	97.87	94	1	1	80963	81056	950182	950090	2e-37	 161
jcf7180000023567	CR382137.2	98.85	87	1	0	80970	81056	1546136	1546050	9e-36	 156
jcf7180000023567	CR382137.2	98.86	88	0	1	80972	81058	1885102	1885015	9e-36	 156
jcf7180000023567	CR382137.2	97.70	87	0	2	80972	81056	1679478	1679564	2e-33	 148
jcf7180000023567	CR382135.2	98.86	88	0	1	80973	81060	950056	950142	9e-36	 156
jcf7180000023567	CR382136.2	97.73	88	0	2	80972	81058	1417311	1417397	4e-34	 150
jcf7180000023567	CR382134.2	97.59	83	1	1	80980	81062	874071	873990	3e-31	 141
jcf7180000023568	CR382133.2	93.45	23477	1204	235	23943	47253	668826	645518	0.0	3.453e+04
jcf7180000023568	CR382133.2	93.46	19169	1025	157	60905	79945	631808	612740	0.0	2.825e+04
jcf7180000023568	CR382133.2	93.85	18702	978	125	65461	84069	627229	608607	0.0	2.801e+04
jcf7180000023568	CR382133.2	91.83	9103	592	114	47228	56272	645588	636580	0.0	1.255e+04
jcf7180000023568	CR382133.2	89.85	6273	385	146	1	6176	694806	688689	0.0	7823
jcf7180000023568	CR382133.2	91.61	5146	329	80	18485	23594	674223	669145	0.0	7014
jcf7180000023568	CR382133.2	86.69	5793	505	176	12962	18597	682242	676559	0.0	6181
jcf7180000023568	CR382133.2	86.88	3827	305	131	6254	9971	688686	684948	0.0	4104
jcf7180000023568	CR382133.2	90.50	2116	157	34	56624	58713	636262	634165	0.0	2754
jcf7180000023568	CR382133.2	84.94	2411	249	83	58873	61226	633907	631554	0.0	2337
jcf7180000023568	CR382133.2	89.24	1450	111	28	11360	12778	683864	682429	0.0	1772
jcf7180000023568	CR382133.2	84.43	1509	189	41	54597	56082	636245	634760	0.0	1443
jcf7180000023568	CR382133.2	83.49	1520	193	51	56640	58127	638258	636765	0.0	1363
jcf7180000023568	CR382133.2	85.44	1147	112	34	16353	17489	676527	675426	0.0	1142
jcf7180000023568	CR382133.2	82.30	1017	150	29	13293	14294	683561	682560	0.0	 854
jcf7180000023568	CR382133.2	83.33	120	15	5	18541	18657	678975	678858	1e-20	 106
jcf7180000023568	CR382133.2	94.23	52	2	1	56339	56389	636432	636483	2e-12	78.7
jcf7180000023569	CR382139.2	94.49	13509	628	73	1	13467	1526106	1539539	0.0	2.071e+04
jcf7180000023570	CR382137.2	95.91	33346	1112	169	1	33210	381516	348286	0.0	5.380e+04
jcf7180000023570	CR382137.2	96.46	19679	573	86	36595	56219	344708	325099	0.0	3.237e+04
jcf7180000023570	CR382137.2	88.83	3554	234	108	33120	36598	348334	344869	0.0	4213
jcf7180000023570	CR382137.2	78.62	1609	257	83	23457	25021	352864	351299	0.0	 985
jcf7180000023570	CR382137.2	78.27	1611	259	84	28627	30192	358058	356494	0.0	 952
jcf7180000023570	CR382137.2	95.60	91	0	3	33428	33514	1313512	1313602	5e-32	 143
jcf7180000023570	CR382137.2	96.51	86	1	2	33429	33514	1406329	1406412	2e-31	 141
jcf7180000023570	CR382134.2	96.67	90	2	1	33427	33515	257731	257642	1e-33	 148
jcf7180000023570	CR382133.2	100.00	79	0	0	33435	33513	592712	592634	4e-33	 147
jcf7180000023570	CR382136.2	94.74	95	1	4	33420	33513	592845	592754	1e-32	 145
jcf7180000023570	CR382136.2	97.62	84	0	2	33430	33513	405391	405310	5e-32	 143
jcf7180000023570	CR382135.2	97.53	81	0	2	33435	33513	585494	585574	2e-30	 137
jcf7180000023571	CR382136.2	92.80	12908	708	156	7301	20083	585788	598599	0.0	1.849e+04
jcf7180000023571	CR382136.2	94.53	7326	330	48	1	7268	578302	585614	0.0	1.124e+04
jcf7180000023571	CR382136.2	98.78	82	1	0	14261	14342	405310	405391	1e-33	 147
jcf7180000023571	CR382138.2	82.28	841	113	34	8107	8929	149386	148564	0.0	 695
jcf7180000023571	CR382133.2	95.05	101	4	1	14249	14348	592622	592722	6e-37	 158
jcf7180000023571	CR382135.2	96.74	92	1	2	14252	14341	585584	585493	3e-35	 152
jcf7180000023571	CR382134.2	95.79	95	1	3	14256	14349	257639	257731	1e-34	 150
jcf7180000023571	CR382137.2	98.78	82	1	0	14261	14342	347944	348025	1e-33	 147
jcf7180000023571	CR382137.2	95.65	92	0	3	14261	14348	1313601	1313510	5e-33	 145
jcf7180000023571	CR382137.2	97.62	84	1	1	14261	14343	1406411	1406328	2e-32	 143
jcf7180000023572	CR382137.2	94.76	4027	173	28	1	4004	56207	52196	0.0	6233
jcf7180000023572	CR382137.2	91.84	4488	215	97	5991	10404	49858	45448	0.0	6120
jcf7180000023572	CR382137.2	90.57	4603	302	95	15883	20407	40529	35981	0.0	5975
jcf7180000023572	CR382137.2	93.75	1985	108	15	4001	5982	51890	49919	0.0	2964
jcf7180000023572	CR382137.2	92.82	2062	108	30	10599	12634	45396	43349	0.0	2952
jcf7180000023572	CR382137.2	90.95	442	21	14	12704	13132	43351	42916	4e-163	 577
jcf7180000023572	CR382137.2	89.17	360	14	13	13297	13648	42826	42484	2e-117	 425
jcf7180000023572	CR382137.2	80.16	252	25	23	20426	20664	19927	20166	4e-39	 165
jcf7180000023572	CR382137.2	93.24	74	4	1	14132	14205	505075	505003	7e-22	 108
jcf7180000023572	CR382135.2	95.00	80	4	0	14126	14205	993443	993522	2e-27	 126
jcf7180000023572	CR382139.2	94.81	77	4	0	14129	14205	952907	952831	9e-26	 121
jcf7180000023572	CR382138.2	94.92	59	3	0	14126	14184	1560359	1560301	2e-17	93.5
jcf7180000023572	CR382138.2	95.56	45	2	0	14135	14179	1560802	1560758	3e-11	73.1
jcf7180000023572	CR382133.2	89.39	66	5	2	14133	14196	949030	949095	4e-14	82.4
jcf7180000023573	CR382139.2	97.33	11136	252	28	1	11118	1087967	1076859	0.0	1.888e+04
jcf7180000023573	CR382139.2	100.00	78	0	0	360	437	241224	241301	3e-33	 145
jcf7180000023573	CR382137.2	95.65	92	1	2	355	445	1893340	1893251	3e-33	 145
jcf7180000023573	CR382138.2	100.00	77	0	0	361	437	196481	196557	1e-32	 143
jcf7180000023573	CR382136.2	100.00	77	0	0	361	437	409268	409344	1e-32	 143
jcf7180000023573	CR382135.2	100.00	77	0	0	361	437	903328	903404	1e-32	 143
jcf7180000023573	CR382135.2	100.00	77	0	0	361	437	1372333	1372409	1e-32	 143
jcf7180000023573	CR382134.2	100.00	77	0	0	361	437	434913	434989	1e-32	 143
jcf7180000023573	CR382134.2	94.62	93	2	2	361	453	73590	73679	4e-32	 141
jcf7180000023574	CR382139.2	94.05	10490	518	68	1	10458	866121	876536	0.0	1.582e+04
jcf7180000023574	CR382139.2	95.07	6394	285	28	13548	19926	879314	885692	0.0	1.004e+04
jcf7180000023574	CR382139.2	90.31	2333	150	55	10954	13248	877026	879320	0.0	2987
jcf7180000023574	CR382139.2	89.97	369	27	10	10486	10848	876609	876973	3e-130	 468
jcf7180000023574	CR382139.2	96.67	120	2	2	13117	13234	1809740	1809621	4e-49	 198
jcf7180000023574	CR382133.2	95.68	139	3	3	13111	13248	536820	536956	8e-56	 220
jcf7180000023574	CR382137.2	96.85	127	2	2	13114	13239	1270995	1271120	5e-53	 211
jcf7180000023574	CR382137.2	97.50	120	2	1	13121	13239	220516	220397	8e-51	 204
jcf7180000023574	CR382136.2	95.42	131	2	2	13110	13239	1419712	1419839	2e-51	 206
jcf7180000023574	CR382135.2	96.77	124	2	2	13121	13243	580488	580366	2e-51	 206
jcf7180000023574	CR382135.2	84.00	225	14	9	13326	13550	585628	585830	1e-48	 196
jcf7180000023574	CR382134.2	85.00	200	17	10	13337	13535	725994	725807	6e-47	 191
jcf7180000023574	CR382134.2	83.18	220	22	12	13337	13550	683158	682948	8e-46	 187
jcf7180000023575	CR382139.2	94.93	13055	608	44	1	13025	466359	479389	0.0	2.039e+04
jcf7180000023575	CR382138.2	94.32	88	4	1	13004	13090	32547	32634	7e-30	 134
jcf7180000023576	CR382139.2	96.22	14312	457	68	1	14260	613185	598906	0.0	2.336e+04
jcf7180000023576	CR382139.2	95.21	355	15	2	14259	14612	1182772	1182419	3e-158	 560
jcf7180000023576	CR382137.2	96.06	355	12	2	14260	14613	1920873	1920520	3e-163	 577
jcf7180000023576	CR382137.2	95.25	358	12	5	14259	14613	1783706	1784061	8e-159	 562
jcf7180000023576	CR382138.2	95.53	358	12	4	14258	14613	1592560	1592205	5e-161	 569
jcf7180000023576	CR382138.2	89.39	358	23	13	14260	14612	2250035	2249688	5e-121	 436
jcf7180000023576	CR382135.2	95.51	356	12	4	14260	14613	1069071	1069424	6e-160	 566
jcf7180000023576	CR382135.2	95.51	356	12	4	14260	14613	1074620	1074973	6e-160	 566
jcf7180000023576	CR382135.2	95.51	356	12	4	14260	14613	1186560	1186913	6e-160	 566
jcf7180000023576	CR382135.2	95.51	356	12	4	14260	14613	1192109	1192462	6e-160	 566
jcf7180000023576	CR382135.2	93.85	244	13	2	14369	14611	47743	47985	7e-100	 366
jcf7180000023576	CR382134.2	95.51	356	12	4	14260	14613	326808	327161	6e-160	 566
jcf7180000023576	CR382134.2	95.51	356	12	4	14260	14613	332357	332710	6e-160	 566
jcf7180000023576	CR382134.2	94.94	356	14	4	14260	14613	1098936	1098583	1e-156	 555
jcf7180000023577	CR382139.2	96.34	15982	471	77	1	15912	785911	769974	0.0	2.617e+04
jcf7180000023578	CR382138.2	91.73	14263	943	181	1	14167	1697051	1682929	0.0	1.959e+04
jcf7180000023579	CR382139.2	96.54	15794	445	59	1	15727	748850	733091	0.0	2.605e+04
jcf7180000023580	CR382139.2	97.77	314	7	0	1	314	868558	868871	2e-154	 542
jcf7180000023581	CR382136.2	95.87	4431	156	21	1	4417	1271485	1267068	0.0	7143
jcf7180000023581	CR382136.2	94.85	3631	133	45	4449	8055	1267084	1263484	0.0	5620
jcf7180000023581	CR382136.2	97.25	1927	46	7	8023	9944	1263481	1261557	0.0	3258
jcf7180000023582	CR382138.2	93.19	12331	660	124	69	12311	857705	845467	0.0	1.795e+04
jcf7180000023583	CR382133.2	95.40	8139	271	65	1	8090	940608	948692	0.0	1.286e+04
jcf7180000023583	CR382133.2	94.73	873	36	9	9438	10303	949991	950860	0.0	1349
jcf7180000023583	CR382133.2	86.37	954	66	42	8490	9414	948980	949898	0.0	 983
jcf7180000023583	CR382139.2	79.04	334	30	23	8527	8835	944062	944380	9e-48	 193
jcf7180000023583	CR382139.2	81.36	236	25	16	8527	8755	952771	952548	3e-42	 174
jcf7180000023583	CR382139.2	83.33	84	6	8	8519	8599	952918	952840	4e-11	71.3
jcf7180000023583	CR382138.2	91.49	47	2	2	8534	8580	1560802	1560758	7e-09	63.9
jcf7180000023583	CR382138.2	90.00	50	1	4	8527	8574	1560359	1560312	3e-08	62.1
jcf7180000023583	CR382137.2	84.62	65	7	3	8536	8599	505074	505012	3e-08	62.1
jcf7180000023584	CR382135.2	85.07	2438	244	103	882	3251	11952	9567	0.0	2375
jcf7180000023584	CR382135.2	95.65	115	4	1	7900	8013	5415	5301	4e-45	 183
jcf7180000023584	CR382135.2	75.41	305	49	26	3705	3993	4360	4066	3e-27	 124
jcf7180000023584	CR382136.2	83.93	2633	258	118	710	3251	1594008	1596566	0.0	2366
jcf7180000023584	CR382136.2	95.66	761	24	8	1	758	14153	13399	0.0	1214
jcf7180000023584	CR382136.2	86.41	942	100	26	5564	6491	20423	19496	0.0	1005
jcf7180000023584	CR382136.2	86.21	943	97	32	5567	6491	1600822	1601749	0.0	 990
jcf7180000023584	CR382136.2	86.12	922	101	26	5585	6491	59185	58276	0.0	 968
jcf7180000023584	CR382136.2	75.47	2360	368	170	866	3123	33053	30803	0.0	 955
jcf7180000023584	CR382136.2	86.02	887	100	23	5564	6437	46863	45988	0.0	 929
jcf7180000023584	CR382136.2	73.62	1213	217	95	1361	2526	758840	757684	8e-102	 372
jcf7180000023584	CR382136.2	79.91	438	42	22	7558	7991	4681	4286	5e-74	 279
jcf7180000023584	CR382136.2	76.28	506	64	47	1142	1608	1605595	1606083	1e-55	 219
jcf7180000023584	CR382133.2	83.25	2101	241	102	1211	3251	22114	20065	0.0	1827
jcf7180000023584	CR382133.2	84.15	839	103	29	2027	2851	10935	10113	0.0	 785
jcf7180000023584	CR382133.2	72.88	2098	362	182	1137	3123	16686	14685	1e-149	 531
jcf7180000023584	CR382133.2	89.60	250	18	8	5350	5596	1235982	1236226	2e-83	 311
jcf7180000023584	CR382133.2	94.78	115	5	1	7900	8013	6116	6002	2e-43	 178
jcf7180000023584	CR382133.2	75.74	305	48	26	3705	3993	5052	4758	5e-29	 130
jcf7180000023584	CR382133.2	75.74	305	48	26	3705	3993	1246953	1247247	5e-29	 130
jcf7180000023584	CR382134.2	82.19	2196	253	119	1142	3251	1341605	1343748	0.0	1762
jcf7180000023584	CR382134.2	85.38	807	86	31	5575	6364	3423	2632	0.0	 808
jcf7180000023584	CR382134.2	73.36	2076	350	177	1137	3123	1326409	1328370	3e-165	 582
jcf7180000023584	CR382134.2	84.84	442	61	6	7	445	1332322	1331884	2e-122	 440
jcf7180000023584	CR382134.2	86.82	349	38	7	2905	3251	1331063	1331405	4e-105	 383
jcf7180000023584	CR382134.2	82.56	258	34	11	5564	5816	4509	4258	4e-55	 217
jcf7180000023584	CR382134.2	89.36	94	9	1	6398	6491	2630	2538	4e-25	 117
jcf7180000023584	CR382137.2	88.30	1154	108	26	5352	6491	10923	9783	0.0	1358
jcf7180000023584	CR382137.2	82.60	678	65	41	1024	1672	2006226	2006879	4e-155	 549
jcf7180000023584	CR382138.2	85.97	941	102	29	5567	6491	2295124	2296050	0.0	 979
jcf7180000023584	CR382138.2	85.06	917	113	20	5585	6491	23565	22663	0.0	 913
jcf7180000023584	CR382138.2	73.03	2091	371	173	1137	3123	25808	23807	6e-158	 558
jcf7180000023584	CR382138.2	94.78	115	5	1	7900	8013	4966	4852	2e-43	 178
jcf7180000023584	CR382138.2	94.78	115	5	1	7900	8013	2300080	2300194	2e-43	 178
jcf7180000023584	CR382138.2	75.16	306	48	28	3705	3993	2301114	2301408	1e-25	 119
jcf7180000023584	CR382139.2	93.97	116	4	3	7900	8013	8330	8216	9e-42	 172
jcf7180000023584	CR382139.2	75.74	305	48	26	3705	3993	7278	6984	5e-29	 130
jcf7180000023585	CR382137.2	96.32	14693	458	56	1	14664	1772369	1757730	0.0	2.407e+04
jcf7180000023585	CR382137.2	95.16	124	3	3	7934	8054	1670333	1670456	1e-47	 193
jcf7180000023585	CR382137.2	97.14	105	0	3	7948	8051	1772580	1772682	5e-42	 174
jcf7180000023585	CR382137.2	97.03	101	2	1	7948	8047	1677748	1677648	2e-40	 169
jcf7180000023585	CR382137.2	96.15	104	1	3	7940	8042	1480769	1480870	8e-40	 167
jcf7180000023585	CR382137.2	91.43	105	6	3	7943	8045	1689425	1689322	5e-32	 141
jcf7180000023585	CR382137.2	91.43	105	6	3	7943	8045	1785030	1785133	5e-32	 141
jcf7180000023585	CR382139.2	94.78	115	3	3	7933	8045	1039465	1039578	1e-42	 176
jcf7180000023586	CR382138.2	96.15	28785	910	133	16609	45322	2066454	2037796	0.0	4.684e+04
jcf7180000023586	CR382138.2	95.99	18991	627	95	29967	48905	2053119	2034212	0.0	3.072e+04
jcf7180000023586	CR382138.2	96.29	16661	520	62	1	16597	2083395	2066769	0.0	2.725e+04
jcf7180000023586	CR382137.2	90.28	72	4	3	16606	16676	486082	486151	2e-16	91.6
jcf7180000023587	CR382135.2	96.56	9154	289	25	7641	16780	817454	808313	0.0	1.514e+04
jcf7180000023587	CR382135.2	96.33	7676	234	38	1	7640	825281	817618	0.0	1.257e+04
jcf7180000023588	CR382138.2	95.88	23258	788	121	450	23620	583023	559849	0.0	3.749e+04
jcf7180000023588	CR382138.2	96.53	5642	162	32	24778	30402	558540	552916	0.0	9302
jcf7180000023588	CR382138.2	93.19	1160	54	17	23627	24778	559731	558589	0.0	1681
jcf7180000023588	CR382138.2	98.83	427	4	1	1	427	583167	582742	0.0	 760
jcf7180000023588	CR382138.2	98.33	180	1	1	23671	23850	609889	609712	5e-84	 315
jcf7180000023588	CR382137.2	100.00	191	0	0	23671	23861	1246708	1246898	1e-95	 353
jcf7180000023588	CR382137.2	96.36	110	1	3	23663	23771	1040463	1040356	7e-43	 178
jcf7180000023588	CR382137.2	95.45	110	2	2	23662	23771	918287	918181	3e-41	 172
jcf7180000023588	CR382137.2	100.00	76	0	0	23777	23852	789085	789010	1e-31	 141
jcf7180000023588	CR382139.2	96.89	193	3	3	23671	23862	1382143	1381953	1e-85	 320
jcf7180000023588	CR382139.2	97.09	103	3	0	23668	23770	1056575	1056677	9e-42	 174
jcf7180000023588	CR382139.2	97.53	81	2	0	23778	23858	151459	151379	3e-31	 139
jcf7180000023588	CR382134.2	96.19	105	2	2	23668	23771	698946	699049	1e-40	 171
jcf7180000023588	CR382134.2	97.44	78	2	0	23778	23855	396671	396594	2e-29	 134
jcf7180000023588	CR382136.2	98.72	78	0	1	23778	23855	384666	384590	1e-30	 137
jcf7180000023588	CR382136.2	98.72	78	0	1	23778	23855	625204	625128	1e-30	 137
jcf7180000023589	CR382135.2	96.20	9817	327	37	1436	11230	1192485	1202277	0.0	1.602e+04
