jcf7180000016953	CR382136.2	94.65	1272	56	12	1	1266	210601	211866	0.0	1962.0
jcf7180000016930	CR382136.2	94.43	1077	44	16	132493	133560	781790	782859	0.0	1642.0
jcf7180000016936	CR382135.2	94.2	1415	71	11	1	1409	579080	580489	0.0	2148.0
jcf7180000016969	CR382137.2	94.15	1266	66	6	287	1548	961543	962804	0.0	1921.0
jcf7180000016958	CR382138.2	93.76	1057	54	12	4	1054	343272	344322	0.0	1576.0
jcf7180000016753	CR382139.2	93.43	3210	170	38	75661	78852	496917	493731	0.0	4721.0
jcf7180000017003	CR382136.2	93.42	1019	44	19	4	1012	211319	210314	0.0	1489.0
jcf7180000016724	CR382136.2	93.23	2408	123	38	9356	11740	1064177	1061787	0.0	3507.0
jcf7180000016737	CR382137.2	93.2	1014	53	14	82117	83120	174873	175880	0.0	1476.0
jcf7180000016776	CR382137.2	93.05	1151	71	9	11758	12904	9855	11000	0.0	1674.0
jcf7180000016943	CR382136.2	92.74	1171	69	11	14230	15389	1603271	1602106	0.0	1677.0
jcf7180000016737	CR382137.2	92.67	2810	181	23	113812	116610	204051	206846	0.0	4024.0
jcf7180000017073	CR382134.2	92.44	1350	78	23	74015	75354	86037	87372	0.0	1906.0
jcf7180000016930	CR382136.2	92.38	1313	68	26	55242	56538	685928	687224	0.0	1842.0
jcf7180000016943	CR382139.2	92.38	1168	71	17	14230	15389	2048656	2047499	0.0	1648.0
jcf7180000016943	CR382134.2	92.24	1172	73	13	14230	15389	1018	2183	0.0	1644.0
jcf7180000016773	CR382136.2	92.2	1192	65	25	13604	14779	1454609	1453430	0.0	1661.0
jcf7180000016943	CR382138.2	92.15	1172	76	11	14230	15389	2290134	2288967	0.0	1640.0
jcf7180000016958	CR382138.2	91.88	1441	80	29	90158	91584	433433	434850	0.0	1978.0
jcf7180000016729	CR382139.2	91.56	1363	74	37	64231	65575	1932440	1931101	0.0	1842.0
jcf7180000016943	CR382136.2	91.53	1169	79	19	14230	15389	56761	57918	0.0	1592.0
jcf7180000016970	CR382136.2	91.47	1371	84	20	102903	104245	1375556	1376921	0.0	1853.0
jcf7180000017080	CR382138.2	91.38	3342	270	15	37914	41248	1505338	1502008	0.0	4560.0
jcf7180000016755	CR382135.2	91.09	3445	259	46	9	3426	1191994	1188571	0.0	4617.0
jcf7180000016755	CR382134.2	91.0	3446	260	48	9	3426	332242	328819	0.0	4601.0
jcf7180000016755	CR382135.2	91.03	3445	261	46	9	3426	1074505	1071082	0.0	4606.0
jcf7180000016749	CR382134.2	90.91	2871	199	55	416	3259	1326064	1323229	0.0	3799.0
jcf7180000017015	CR382134.2	90.78	1388	95	24	88532	89906	256776	255409	0.0	1823.0
jcf7180000016979	CR382133.2	90.76	1093	63	34	151037	152111	1073645	1072573	0.0	1424.0
jcf7180000016998	CR382137.2	90.55	1460	87	40	5783	7215	682458	683893	0.0	1884.0
jcf7180000016971	CR382134.2	90.36	2863	213	58	814	3649	1323238	1326064	0.0	3699.0
jcf7180000016943	CR382135.2	90.16	1159	76	29	14230	15358	13303	14453	0.0	1474.0
jcf7180000016716	CR382137.2	90.07	2275	204	20	42	2303	612482	614747	0.0	2929.0
